Target_ID,Target_name,CUI,Gene_name,Uni_ID
BE0002426,Atrial_natriuretic_peptide_receptor_3,,NPR3,P17342
BE0002427,HBsAg,C0019168,S_gene,Q69600
BE0002431,"Fructose-1,6-bisphosphatase_1",C1414544,FBP1,P09467
BE0002432,Sphingosine_1-phosphate_receptor_5,C3541912,S1PR5,Q9H228
BE0002433,Cytochrome_P450_1A2,C0207509,CYP1A2,P05177
BE0002434,Ecto-NOX_disulfide-thiol_exchanger_2,C1413628,ENOX2,Q16206
BE0002436,Histamine_N-methyltransferase,C0019596,HNMT,P50135
BE0002437,Carbonic_anhydrase_9,C0258855,CA9,Q16790
BE0002438,Interleukin-13,C0214743,IL13,P35225
BE0002439,Mucin-16,C0006610,MUC16,Q8WXI7
BE0002440,Plasma_kallikrein,C0313532,KLKB1,P03952
BE0002441,ATP-sensitive_inward_rectifier_potassium_channel_8,C0295317,KCNJ8,Q15842
BE0002442,Toll-like_receptor_4,C1321919,TLR4,O00206
BE0002443,Cytidine_deaminase,C0010723,CDA,P32320
BE0002444,Squalene_synthase,C0597790,FDFT1,P37268
BE0002446,Epithelial_cell_adhesion_molecule,C0812305,EPCAM,P16422
BE0002447,Melanocyte-stimulating_hormone_receptor,C0066882,MC1R,Q01726
BE0002449,Telomerase_reverse_transcriptase,C0087071,TERT,O14746
BE0002450,Ribonucleoside-diphosphate_reductase_subunit_M2,,RRM2,P31350
BE0002451,Neuropeptide_Y_receptor_type_1,C3642153,NPY1R,P25929
BE0002452,Neuropeptide_Y_receptor_type_5,C3642156,NPY5R,Q15761
BE0002453,Ephrin_type-B_receptor_4,C3810533,EPHB4,P54760
BE0002455,Glioma_pathogenesis-related_protein_1,C1424680,GLIPR1,P48060
BE0002456,Uridine_phosphorylase_1,C1421363,UPP1,Q16831
BE0002457,Uridine_phosphorylase_2,C1427883,UPP2,O95045
BE0002458,Plasma_protease_C1_inhibitor,C0540301,SERPING1,P05155
BE0002459,"Keratin,_type_II_cytoskeletal_7",C1416745,KRT7,P08729
BE0002460,E3_ubiquitin-protein_ligase_UBR4,,UBR4,Q5T4S7
BE0002461,NAD-dependent_protein_deacetylase_sirtuin-1,C1101544,SIRT1,Q96EB6
BE0002463,C-C_chemokine_receptor_type_9,C1872956,CCR9,P51686
BE0002464,50S_ribosomal_protein_L22,,rplV,P61177
BE0002465,50S_ribosomal_protein_L4,,rplD,P60725
BE0002467,Protein_disulfide-isomerase,C0072354,P4HB,P07237
BE0002468,Voltage-dependent_anion-selective_channel_protein_1,C1259712,VDAC1,P21796
BE0002469,Voltage-dependent_anion-selective_channel_protein_2,C1530761,VDAC2,P45880
BE0002470,Voltage-dependent_anion-selective_channel_protein_3,C0902444,VDAC3,Q9Y277
BE0002471,C-C_motif_chemokine_3,C1871788,CCL3,P10147
BE0002472,Cytochrome_b6,C1145662,petB,P83791
BE0002473,Cytochrome_b6-f_complex_subunit_4,,petD,P83792
BE0002474,Cytochrome_b6-f_complex_iron-sulfur_subunit,,petC,P83794
BE0002475,D-alanyl-D-alanine_carboxypeptidase_DacA,,dacA,P0AEB3
BE0002477,Carcinoembryonic_antigen,C0007082,,Q14081
BE0002478,Telomerase-binding_protein_EST1A,,SMG6,Q86US8
BE0002479,N-terminal_kinase-like_protein,,SCYL1,Q96KG9
BE0002480,Prostaglandin_E_synthase_3,C1721130,PTGES3,Q15185
BE0002481,Granulocyte-macrophage_colony-stimulating_factor,C0079460,CSF2,P04141
BE0002482,GM-CSF_receptor_alpha_subunit,C1522544,CSF2RA,Q16498
BE0002483,"Alpha-L-fucosidase,_putative",,,Q9WYE2
BE0002484,Interleukin-10,C0085295,IL10,P22301
BE0002486,Glial_cell_line-derived_neurotrophic_factor,C0207072,GDNF,P39905
BE0002488,Hypoxanthine-guanine_phosphoribosyltransferase,C0020687,HGPRTase,Q27796
BE0002489,Anthranilate_phosphoribosyltransferase,C0003168,trpD,Q8VP84
BE0002490,"Possible_cellulase_CelA1_(Endoglucanase)_(Endo-1,4-beta-glucanase)_(FI-cmcase)_(Carboxymethyl_cellulase)",,celA1,Q79G13
BE0002491,PCZA361.16,,,O52806
BE0002492,DNA_polymerase_III_subunit_epsilon,,dnaQ,P03007
BE0002493,Glucose-1-phosphate_thymidylyltransferase,C0061417,rmlA,Q9HU22
BE0002494,N-acylamino_acid_racemase,,Aaar,Q44244
BE0002495,4-chlorobenzoyl_CoA_dehalogenase,,fcbB,O68600
BE0002496,4-hydroxybenzoyl-CoA_thioesterase,C0294567,,P56653
BE0002497,Myo-inositol_hexaphosphate_phosphohydrolase,,phyA,Q7WUJ1
BE0002498,ActVA_6_protein,,actVA_6,Q53908
BE0002499,Pentaerythritol_tetranitrate_reductase,C0388556,onr,P71278
BE0002500,Peptide_amidase,,pam,Q8RJN5
BE0002501,Probable_ATP-dependent_RNA_helicase_DDX6,C0674363,DDX6,P26196
BE0002502,Cytochrome_P450,C0010762,,Q746J6
BE0002503,Hypoxia-inducible_factor_1-alpha_inhibitor,C1424751,HIF1AN,Q9NWT6
BE0002504,D-3-phosphoglycerate_dehydrogenase,C0070861,serA,P9WNX3
BE0002505,Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine_O-acyltransferase,C0077712,lpxA,O25927
BE0002506,"dTDP-4-dehydrorhamnose_3,5-epimerase",C0058775,rmlC,Q9HU21
BE0002507,Putative_uncharacterized_protein,,,Q9KVB4
BE0002508,Phosphonoacetate_hydrolase,C0384935,phnA,Q51782
BE0002509,Putative_uncharacterized_protein,,,A0A0H2URW2
BE0002510,"3,4-dihydroxyphenylacetate_2,3-dioxygenase",C0046980,mndD,Q44048
BE0002511,"Homoprotocatechuate_2,3-dioxygenase",C0046980,,Q45135
BE0002512,Cyclopropane_mycolic_acid_synthase_MmaA2,,mmaA2,Q79FX6
BE0002513,Wiskott-Aldrich_syndrome_protein,C0258432,WAS,P42768
BE0002514,Release_factor_glutamine_methyltransferase,,prmC,Q9WYV8
BE0002515,Ribosomal_RNA_small_subunit_methyltransferase_H,,rsmH,Q9WZX6
BE0002516,rRNA_adenine_N-6-methyltransferase,,ermC',P13956
BE0002517,tRNA_(cytosine(38)-C(5))-methyltransferase,C1823482,TRDMT1,O14717
BE0002518,tRNA_(cytidine(34)-2'-O)-methyltransferase,,trmL,P44868
BE0002519,Modification_methylase_PvuII,,pvuIIM,P11409
BE0002520,DNA_adenine_methylase,C1622983,DAM,P04392
BE0002521,Cyclopropane_mycolic_acid_synthase_3,,pcaA,P9WPB3
BE0002522,Siroheme_synthase,C0245781,cysG,P25924
BE0002523,Modification_methylase_HhaI,,hhaIM,P05102
BE0002524,Histone-lysine_N-methyltransferase_SETD7,C1172128,SETD7,Q8WTS6
BE0002525,tRNA_(guanine-N(1)-)-methyltransferase,,trmD,P43912
BE0002526,RdmB,,rdmB,Q54527
BE0002527,tRNA_(guanine-N(1)-)-methyltransferase,,trmD,P0A876
BE0002528,Uroporphyrinogen-III_C-methyltransferase,,cobA,P21631
BE0002529,Uncharacterized_protein,,,Q5SKH6
BE0002530,Chemotaxis_protein_methyltransferase,,cheR,P07801
BE0002531,Modification_methylase_TaqI,,taqIM,P14385
BE0002532,Protein-L-isoaspartate_O-methyltransferase,,pcm,Q56308
BE0002533,Trans-sialidase,C1101145,,Q26966
BE0002535,Peptide_deformylase,C0249363,def,P68826
BE0002536,Peptide_deformylase,C0249363,def,Q8DP79
BE0002540,Alpha-glucosidase,C0002272,aglA,O33830
BE0002544,ADP-ribose_pyrophosphatase,,ndx4,Q84CU3
BE0002545,GMP_synthase_[glutamine-hydrolyzing],C0061779,guaA,P04079
BE0002551,Riboflavin_biosynthesis_protein_RibF,,,Q9WZW1
BE0002555,Glutamine_synthetase_1,,glnA1,
BE0002557,NPQTN_specific_sortase_B,,srtB,A0A0H3JWX6
BE0002558,RdmC,,rdmC,Q54528
BE0002559,Bifunctional_heparan_sulfate_N-deacetylase/N-sulfotransferase_1,,NDST1,P52848
BE0002560,Holo-[acyl-carrier-protein]_synthase,C0062915,acpS,P0A2W7
BE0002561,Sulfotransferase_family_cytosolic_1B_member_1,,SULT1B1,O43704
BE0002562,Capsule_biosynthesis_protein,,synC,Q57265
BE0002563,Cytochrome_c',C0010754,,P00147
BE0002564,Group_1_truncated_hemoglobin_GlbN,,glbN,P9WN25
BE0002565,B12-independent_glycerol_dehydratase,,dhaB1,Q8GEZ8
BE0002566,Aminoglycoside_2'-N-acetyltransferase,C1100379,aac,P9WQG9
BE0002567,Lactose_operon_repressor,,lacI,P03023
BE0002574,Protein_IolS,,iolS,P46336
BE0002575,4-hydroxybenzoyl-CoA_thioesterase,C0294567,fcbC,Q04416
BE0002576,Nitric_oxide_reductase,C0068811,fprA,Q9FDN7
BE0002577,FMN-dependent_NADH-azoreductase,,azoR,P41407
BE0002580,DNA_protection_during_starvation_protein,,dps,Q8UCK6
BE0002584,Chondroitinase_(Chondroitin_lyase),,,P84141
BE0002590,"dTDP-glucose_4,6-dehydratase",,desIV,Q9ZGH3
BE0002596,Ferredoxin_reductase,C1414575,bphA4,Q52437
BE0002597,NADH_peroxidase,C0068343,npr,P37062
BE0002604,Iota_toxin_component_Ia,,,Q46220
BE0002606,Glyceraldehyde-3-phosphate_dehydrogenase,C1414968,gap,P00362
BE0002611,Nicotinate-nucleotide_adenylyltransferase,C0618967,nadD,P0A753
BE0002616,Dihydrolipoyl_dehydrogenase,C0023783,lpdV,P09063
BE0002617,UDP-galactose_4-epimerase,C0041990,galE,Q8T8E9
BE0002618,"2,5-diketo-D-gluconic_acid_reductase_A",,dkgA,P06632
BE0002619,Phenol_2-hydroxylase_component_B,,pheA2,Q9LAG2
BE0002622,DNA_ligase,C0032467,ligA,Q837V6
BE0002624,C-terminal-binding_protein_1,C1332650,CTBP1,Q13363
BE0002626,Ornithine_cyclodeaminase,C0069651,,Q88H32
BE0002627,"dTDP-glucose_4,6-dehydratase",,rmlB,P95780
BE0002629,NADPH-flavin_oxidoreductase,,frp,Q56691
BE0002630,WbpP,,,Q8KN66
BE0002635,Diacetyl_reductase_[(S)-acetoin_forming],,budC,Q48436
BE0002637,Truncated_transposase,,tnp,Q46730
BE0002638,Cytochrome_P450_3A4,C1142644,CYP3A4,P08684
BE0002639,Pancreatic_alpha-amylase,,AMY2A,P04746
BE0002640,Citrate_lyase_subunit_beta-like_protein,,citE,P9WPE1
BE0002641,Peripheral_plasma_membrane_protein_CASK,,CASK,O14936
BE0002642,Guanylate_kinase,C0061991,gmk,P9WKE9
BE0002643,Probable_butyrate_kinase_2,,buk2,Q9X278
BE0002644,Uncharacterized_protein,,,Q81C15
BE0002645,Arginine_N-succinyltransferase_subunit_alpha,,astA,P80357
BE0002646,Putative_mannose-6-phosphate_isomerase_YvyI,,yvyI,P39841
BE0002647,"ABC-type_transporter,_periplasmic_subunit",,,Q9X0V0
BE0002648,Probable_phosphatase_YcdX,,ycdX,P75914
BE0002649,Phenazine_biosynthesis_protein_PhzD,,phzD1,Q7DC80
BE0002650,Oxalate_decarboxylase_OxdC,,oxdC,O34714
BE0002651,Putative_ketoacyl_reductase,,actIII,P16544
BE0002652,Gephyrin,C0119082,GPHN,Q9NQX3
BE0002653,Glyoxalase_family_protein,,,Q81F54
BE0002654,Cytohesin-2,C0531926,CYTH2,Q99418
BE0002655,Glutaconyl-CoA_decarboxylase_subunit_alpha,,gcdA,Q06700
BE0002656,"Transcriptional_regulator,_IclR_family",,,Q9WXS0
BE0002657,Catalase,C0007367,katA,P77872
BE0002658,Putative_L-rhamnose_mutarotase,,,Q9X0F9
BE0002659,Glutathione_S-transferase,C0017837,GST,Q8MU52
BE0002660,Glutaminase_1,,glsA1,O31465
BE0002661,Glutaminase_1,,glsA1,P77454
BE0002662,Molybdopterin_synthase_catalytic_subunit,,moaE,P30749
BE0002663,"Aminotransferase,_putative",,,Q9X0L5
BE0002664,Iron_binding_protein_FbpA,,fbpA,Q9Z4N6
BE0002665,DNA_gyrase_subunit_B,,gyrB,Q5SHZ4
BE0002666,Endonuclease_III,C0539884,,O25323
BE0002667,Lantibiotic_mersacidin,,mrsA,P43683
BE0002668,Bifunctional_adenosylcobalamin_biosynthesis_protein_CobU,,cobU,Q05599
BE0002669,MutT/nudix_family_protein,,,O33199
BE0002670,Iota-carrageenase,,cgiA,Q9F5I8
BE0002671,AlgQ1,,algQ1,Q9KWT6
BE0002672,AlgQ2,,algQ2,Q9KWT5
BE0002674,Pyruvate-flavodoxin_oxidoreductase,C0164023,por,P94692
BE0002675,Acetyl_transferase,,rimL,Q8ZPC0
BE0002676,Uncharacterized_N-acetyltransferase_YvbK,,yvbK,O32248
BE0002677,Aminoglycoside_N(6')-acetyltransferase_type_1,,,Q9R381
BE0002678,Acyl-CoA_hydrolase,C0085745,,Q81EE4
BE0002679,Uncharacterized_acyl-CoA_thioester_hydrolase_HI_0827,,,P44886
BE0002680,3-oxoacyl-[acyl-carrier-protein]_synthase_3,,fabH,Q9F6D4
BE0002681,Mycothiol_acetyltransferase,,mshD,P9WJM7
BE0002682,Acyl-CoA_hydrolase,C0085745,,Q9KEQ1
BE0002683,Histone_acetyltransferase_KAT2B,C3887789,KAT2B,Q92831
BE0002684,"1,4-Dihydroxy-2-naphthoyl-CoA_synthase",,menB,P9WNP5
BE0002685,Citrate_synthase,C0008855,cit,Q9LCX9
BE0002686,Aac(6')-Ii_protein,,aac(6')-Ii,Q47764
BE0002687,4'-phosphopantetheinyl_transferase_sfp,,sfp,P39135
BE0002688,Uncharacterized_protein,,,Q9HYX1
BE0002689,Serine_acetyltransferase,C0074366,cysE,P43886
BE0002690,Citrate_synthase,C0008855,gltA,O34002
BE0002691,Putative_pteridine_reductase_2,,ptr2,Q8I814
BE0002692,Aminotransferase,C0002594,,Q75WK2
BE0002693,FEZ-1_protein,,blaFEZ-1,Q9K578
BE0002694,Carbapenem-hydrolyzing_beta-lactamase_BlaB-1,,blaB1,O08498
BE0002695,3-hydroxy-3-methylglutaryl_CoA_synthase,,mvaS,A0A0H3K1U2
BE0002696,mRNA_interferase_EndoA,,ndoA,P96622
BE0002697,ADP_compounds_hydrolase_NudE,,nudE,P45799
BE0002699,Glycosyl_transferase,,lgtC,P96945
BE0002700,Adenylosuccinate_synthetase,C0001503,Adss,Q9U8D3
BE0002702,Malonamidase_E2,C0641644,,Q9ZIV5
BE0002703,HMG-CoA_synthase,C0020375,mvaS,Q9FD87
BE0002704,Osmotically_inducible_protein_C,,tthHB8IM,P84124
BE0002705,Liver_carboxylesterase_1,C1258847,CES1,P23141
BE0002706,Nucleoside_deoxyribosyltransferase-I,,ptd,Q8RLY5
BE0002707,Putative_cytochrome_P450,,cyp158a2,Q9FCA6
BE0002708,U1_small_nuclear_ribonucleoprotein_A,C0169663,SNRPA,P09012
BE0002709,Chorismate_mutase_AroH,,aroH,Q84FH6
BE0002710,Flavodoxin,C0016217,,P00323
BE0002711,"Chain_A,_Red_Copper_Protein_Nitrosocyanin",,,Q820S6
BE0002713,Amylase,C0002712,,O82839
BE0002714,Protease,C0030940,PROF,Q93UV9
BE0002715,o-succinylbenzoate_synthase,C0069280,menC,P29208
BE0002716,"Apocarotenoid-15,15'-oxygenase",,,P74334
BE0002717,NADP-dependent_glyceraldehyde-3-phosphate_dehydrogenase,,gapN,Q59931
BE0002718,Beta-lactamase,C0597979,blaCTX-M-9a,Q9L5C8
BE0002722,Transcription_termination/antitermination_protein_NusG,,nusG,O67757
BE0002723,Growth/differentiation_factor_5,C1333666,GDF5,P43026
BE0002724,Ig_kappa_chain_V-IV_region_Len,,,P06312
BE0002725,Pectate_lyase,C0070201,pelA,Q9X592
BE0002726,Gag_polyprotein,C0017279,gag,P05893
BE0002727,Scaffolding_dockerin_binding_protein_A,,sdbA,P71143
BE0002728,Alr1529_protein,,,Q8YWS4
BE0002729,"Hydrolase,_TatD_family",,,Q9WZD5
BE0002730,"Arabinogalactan_endo-1,4-beta-galactosidase",C0298822,ganB,Q65CX5
BE0002731,Phosphoserine_aminotransferase,C0070942,serC,Q9RME2
BE0002732,Kynureninase,C0064448,kynU,P83788
BE0002733,Adenylate_cyclase,C0001492,cyaC,O32393
BE0002734,Purine_nucleoside_phosphorylase,C0034135,,Q9X1T2
BE0002735,Glucokinase,C0017713,glk,P0A6V8
BE0002736,Fucose-binding_lectin_PA-IIL,,lecB,Q9HYN5
BE0002737,BH0236_protein,,,Q9KG76
BE0002738,Laminarinase,C0014106,,Q9WXN1
BE0002739,"Endo-1,4-beta-xylanase_A",,xynA,Q8GJ44
BE0002740,Cellulase_B,,celB,O07653
BE0002741,Endoglucanase_C,C0014155,cenC,P14090
BE0002742,"2-hydroxy-6-oxo-7-methylocta-2,4-dienoate_hydrolase",,cumD,P96965
BE0002743,HTH-type_transcriptional_regulator_EthR,,ethR,P9WMC1
BE0002744,CCA-adding_enzyme,C0077328,cca,Q7SIB1
BE0002745,Glucose-1-phosphate_cytidylyltransferase,C0061416,rfbF,P26396
BE0002746,Amicyanin,C1325277,mauC,P22364
BE0002747,Aminopeptidase_S,,,P80561
BE0002755,A/G-specific_adenine_glycosylase,,mutY,P17802
BE0002757,Laccase_domain_protein_YfiH,,yfiH,P33644
BE0002760,Methylaspartate_ammonia-lyase,C0066329,,Q05514
BE0002762,Manganese_catalase,C0024707,,P60355
BE0002766,"Endo-1,4-beta-xylanase_A",,xlnA,P26514
BE0002769,"Putative_ATP-dependent_Clp_protease_proteolytic_subunit,_mitochondrial",,CLPP,Q16740
BE0002774,Oxidoreductase,C0030016,,Q7SID9
BE0002788,Levansucrase,C0064867,sacB,P05655
BE0002789,Protein_S100-A11,C0141333,S100A11,P31949
BE0002790,Mitogen-activated_protein_kinase_12,C0388446,MAPK12,P53778
BE0002791,Peroxisomal_trans-2-enoyl-CoA_reductase,C1425418,PECR,Q9BY49
BE0002792,Holliday_junction_ATP-dependent_DNA_helicase_RuvB,,ruvB,Q5SL87
BE0002793,Cytochrome_P450_2C9,C0608437,CYP2C9,P11712
BE0002794,Adenylate_cyclase,C0001492,cyaB2,P94182
BE0002795,Cyclic_nucleotide-gated_potassium_channel_mll3241,,,Q98GN8
BE0002796,Acetoin_utilization_protein,,acuC1,O67135
BE0002802,Dissimilatory_copper-containing_nitrite_reductase,,nir,O68601
BE0002804,Deoxycytidine_kinase,C0011486,DCK,P27707
BE0002805,NTPase_P4,,4,Q94M05
BE0002806,Probable_lignin_peroxidase_LipJ,,lipJ,O07732
BE0002807,Carbapenam-3-carboxylate_synthase,,carA,Q9XB61
BE0002809,Surface_protein_A,,nspA,Q9RP17
BE0002810,"Formylmethionine_deformylase,_putative",,,Q8I372
BE0002811,Citrate_lyase_subunit_beta-like_protein,,,Q9RUZ0
BE0002812,5-methyltetrahydrofolate--homocysteine_S-methyltransferase,,,Q2RJ67
BE0002813,Genome_polyprotein,,,P27915
BE0002815,Ig_gamma-1_chain_C_region,C1453819,IGHG1,P01857
BE0002816,Envelope_glycoprotein_gp160,,env,P05884
BE0002817,Glycosyltransferase_GtfA,,gtfA,P96558
BE0002818,"Cellulose_1,4-beta-cellobiosidase",C0059939,cbhA,Q59325
BE0002819,Alpha-glucuronidase,C0383824,aguA,Q8VVD2
BE0002822,Diadenosine_hexaphosphate_hydrolase,,ndx1,Q75UV1
BE0002823,L-cysteine/cystine_lyase_C-DES,,c-des,Q9ZHG9
BE0002824,3-mercaptopyruvate_sulfurtransferase,C0047542,sseA,P31142
BE0002825,Hydroxylamine_reductase,C0063149,hcp,P31101
BE0002826,Sulfurtransferase,C0038790,,Q5SJI0
BE0002828,Endoxylanase,C0059102,xynC,O68541
BE0002829,Beta-glucosidase,C0005223,bgl3,Q59976
BE0002830,Amylosucrase,C0051793,ams,Q9ZEU2
BE0002831,Beta-lactamase_CTX-M,,blaCTX-M-14,Q9L5C7
BE0002832,Heme_oxygenase,C0018969,hmuO,P71119
BE0002833,Copper_transport_protein_ATOX1,,ATOX1,O00244
BE0002834,Orange_carotenoid-binding_protein,,,P83689
BE0002835,Sucrose_porin,,scrY,P22340
BE0002836,Beta-lactamase_CTX-M-27,,blaCTX-M-27,Q840M4
BE0002837,Hydrolase,C0020289,,Q7SIG1
BE0002838,Envelope_glycoprotein_gp160,,env,P12488
BE0002839,L-allo-threonine_aldolase,,,Q9X266
BE0002840,Estradiol_17-beta-dehydrogenase_11,,HSD17B11,Q8NBQ5
BE0002841,Purine_nucleoside_phosphorylase,C0034135,,Q5SID9
BE0002842,Zinc_finger_Y-chromosomal_protein,,ZFY,P08048
BE0002843,"Transcriptional_regulator,_HTH_3_family",,,Q9KQN0
BE0002844,Aldose_1-epimerase,C0051131,galM,Q9ZB17
BE0002845,6-oxocamphor_hydrolase,C0966351,camK,Q93TU6
BE0002846,Propionyl-CoA_carboxylase_complex_B_subunit,,pccB,Q9X4K7
BE0002848,(5R)-carbapenem-3-carboxylate_synthase,,carC,Q9XB59
BE0002849,Ferredoxin-dependent_glutamate_synthase_2,,gltS,P55038
BE0002850,Cag_alpha,,cag-alfa,Q7BK04
BE0002851,Mismatch_repair_endonuclease_PMS2,C1333235,PMS2,P54278
BE0002852,DNA_polymerase_III_subunit_tau,,dnaX,P06710
BE0002854,Beta-2-glycoprotein_1,,APOH,P02749
BE0002857,Zinc-alpha-2-glycoprotein,C0078802,AZGP1,P25311
BE0002859,Interleukin-6_receptor_subunit_alpha,C1699800,IL6R,P08887
BE0002868,Hemagglutinin,C0018909,HA,P03437
BE0002870,Sulfide_dehydrogenase,,sud,Q56748
BE0002871,LgtC,,lgtC,Q93EK7
BE0002872,Nine-heme_cytochrome_c,,,Q9RN68
BE0002881,Fumarate_reductase_flavoprotein_subunit,,ifcA,Q9Z4P0
BE0002884,Catalase-peroxidase,,katG,Q939D2
BE0002886,Cytochrome_c3,C0056942,,P00132
BE0002887,Cytochrome_P450_2C8,C0897385,CYP2C8,P10632
BE0002903,Bacterial_hemoglobin,,vhb,P04252
BE0002904,Cytochrome_c-553,C0248294,,P82599
BE0002909,Quinohemoprotein_alcohol_dehydrogenase_ADH_IIB,,qbdA,Q8GR64
BE0002913,Cytochrome_c2,C0056953,cycA,P00091
BE0002916,Cytochrome_c3,C0056942,cytc3,Q9L915
BE0002917,Flavohemoprotein,,hmp,P24232
BE0002927,"Sulfite_oxidase,_mitochondrial",,SUOX,P51687
BE0002929,PpcA,C0108471,ppcA,Q8GGK7
BE0002930,Cytochrome_c_peroxidase,C0010796,,P83787
BE0002938,"Acyl-CoA_dehydrogenase,_short-chain_specific",,,Q06319
BE0002939,Ig_lambda_chain_V-II_region_MGC,,,P01709
BE0002940,"Endo-1,4-beta-xylanase",C0059102,,Q7SIE2
BE0002941,C-C_motif_chemokine_8,C0214737,CCL8,P80075
BE0002942,Cytochrome_c',C0010754,,P00138
BE0002943,1-phosphatidylinositol_phosphodiesterase,C0163338,plcA,P34024
BE0002944,Ribose-5-phosphate_isomerase_B,,rpiB,P9WKD7
BE0002948,Ecotin,,eco,P23827
BE0002950,Protein_S100-A6,C0633231,S100A6,P06703
BE0002951,Malto-oligosyltrehalose_trehalohydrolase,C1295472,treZ,Q9RX51
BE0002953,Intron-associated_endonuclease_1,,ITEVIR,P13299
BE0002961,"N,N-dimethylglycine_oxidase",C0968152,dmg,Q9AGP8
BE0002962,Ferredoxin--NADP_reductase,,petH,P21890
BE0002963,Sulfite_reductase_[NADPH]_flavoprotein_alpha-component,,cysJ,P38038
BE0002964,Ferredoxin--NADP_reductase,,fpr,Q44532
BE0002965,Dihydrolipoyl_dehydrogenase,C0023783,,P18925
BE0002966,"Amine_oxidase,_flavin-containing_protein",,,Q888A4
BE0002967,Deoxyribodipyrimidine_photo-lyase,C0012883,phrB,P00914
BE0002968,Deoxyribodipyrimidine_photo-lyase,C0012883,phr,P05327
BE0002969,L-aspartate_oxidase,C0064534,nadB,P10902
BE0002970,Cryptochrome_DASH,,cry,P77967
BE0002971,UDP-N-acetylenolpyruvoylglucosamine_reductase,C0163404,murB,P08373
BE0002972,UDP-N-acetylenolpyruvoylglucosamine_reductase,C0163404,murB,P61432
BE0002973,Methylenetetrahydrofolate_reductase,C0066357,metF,Q9RA47
BE0002974,Putidaredoxin_reductase,C0072629,camA,P16640
BE0002975,NAD(P)H_dehydrogenase_(quinone),C0027280,lpdA,P9WHH7
BE0002976,UDP-galactopyranose_mutase,C0386636,glf,P9WIQ1
BE0002977,4-hydroxybutyryl-CoA_dehydratase/vinylacetyl-CoA-Delta-isomerase,,abfD,P55792
BE0002978,4-cresol_dehydrogenase_[hydroxylating]_flavoprotein_subunit,,pchF,P09788
BE0002979,Alkyl_hydroperoxide_reductase_subunit_F,,ahpF,P19480
BE0002980,Outer_membrane_protein_p64k_or_PM-6,,m-6,Q51225
BE0002981,Glutathione_reductase,C0017824,GR2,Q94655
BE0002982,Phenylacetone_monooxygenase,,pamO,Q47PU3
BE0002983,"Benzoate_1,2-dioxygenase_electron_transfer_component",,benC,P07771
BE0002984,Putative_acyl-CoA_dehydrogenase,,,Q72JJ3
BE0002985,FkbI,,fkbI,Q9KIE5
BE0002986,Dihydrolipoyl_dehydrogenase,C0023783,lpd,P14218
BE0002987,Alkyl_hydroperoxide_reductase_subunit_F,,ahpF,P35340
BE0002988,Ferredoxin--NADP_reductase,,petH,P58558
BE0002989,Ferredoxin--NADP_reductase,,fpr,P28861
BE0002990,Mersacidin_decarboxylase,,mrsD,Q9RC23
BE0002991,Protein_UshA,,ushA,P07024
BE0002992,Oxidoreductase,C0030016,,Q7SIA3
BE0002993,Nitrous-oxide_reductase,C0068878,nosZ,Q51705
BE0002994,Arginase,C0003762,rocF,P53608
BE0002995,"DTDP-4-dehydrorhamnose_3,5-epimerase",C0058775,rmlC,Q8GIQ0
BE0002996,PhzG,,phzG,O69755
BE0002997,Uridine_phosphorylase,C0042006,udp,P0A1F6
BE0003003,Protein-tyrosine-phosphatase,C0085536,PPI,Q9S427
BE0003007,"Endo-1,4-beta-xylanase_Y",,xynY,P51584
BE0003011,Dehydrogenase/reductase_SDR_family_member_11,,DHRS11,Q6UWP2
BE0003016,Pyrroloquinoline-quinone_synthase,,pqqC,P27505
BE0003017,Quinoprotein_ethanol_dehydrogenase,C0139704,exaA,Q9Z4J7
BE0003018,FMN-dependent_NADH-azoreductase,,azoR,P63462
BE0003019,Epidermin_decarboxylase,C0170913,epiD,P30197
BE0003020,Chorismate_synthase,C0055608,aroC,P56122
BE0003021,Flavodoxin,C0016217,isiB,P0A3D9
BE0003022,Flavodoxin,C0016217,isiB,P10340
BE0003023,Putative_uncharacterized_protein,,,Q8DW21
BE0003024,Putative_monooxygenase_MoxC,,moxC,O34974
BE0003025,tRNA-dihydrouridine_synthase,C1138261,,Q9WXV1
BE0003026,Protein_NrdI,,nrdI,P50618
BE0003027,Probable_aromatic_acid_decarboxylase,,ecdB,P69772
BE0003028,(S)-mandelate_dehydrogenase,C0064547,mdlB,P20932
BE0003029,FMN-dependent_NADPH-azoreductase,,azr,O07529
BE0003030,Flavodoxin,C0016217,fldA,Q9ZK53
BE0003031,Oxygen-insensitive_NAD(P)H_nitroreductase,C0134411,nfsB,Q01234
BE0003032,Isopentenyl-diphosphate_delta-isomerase,C0312360,fni,Q746I8
BE0003033,Trimethylamine_dehydrogenase,C0077173,tmd,P16099
BE0003034,Rubredoxin-oxygen_oxidoreductase,C0659285,roo,Q9F0J6
BE0003035,Morphinone_reductase,C0255930,morB,Q51990
BE0003036,Phenazine_biosynthesis_protein_PhzG,,phzG,Q51793
BE0003037,NAD(P)H_dehydrogenase_(quinone),C0027280,,Q9RYU4
BE0003038,Flavodoxin-1,,fldA,P61949
BE0003039,Isopentenyl-diphosphate_delta-isomerase,C0312360,fni,P50740
BE0003040,NADH_dehydrogenase,C0027293,nox,Q60049
