Drug,Protein ID,Protein Name
DB00081,P08637,Low_affinity_immunoglobulin_gamma_Fc_region_receptor_III-A
DB00087,P08637,Low_affinity_immunoglobulin_gamma_Fc_region_receptor_III-A
DB00092,P08637,Low_affinity_immunoglobulin_gamma_Fc_region_receptor_III-A
DB00095,P08637,Low_affinity_immunoglobulin_gamma_Fc_region_receptor_III-A
DB00108,P08637,Low_affinity_immunoglobulin_gamma_Fc_region_receptor_III-A
DB00110,P08637,Low_affinity_immunoglobulin_gamma_Fc_region_receptor_III-A
DB00112,P08637,Low_affinity_immunoglobulin_gamma_Fc_region_receptor_III-A
DB06607,P08637,Low_affinity_immunoglobulin_gamma_Fc_region_receptor_III-A
DB11767,P08637,Low_affinity_immunoglobulin_gamma_Fc_region_receptor_III-A
DB12023,P08637,Low_affinity_immunoglobulin_gamma_Fc_region_receptor_III-A
DB00002,P12318,Low_affinity_immunoglobulin_gamma_Fc_region_receptor_II-a
DB00005,P12318,Low_affinity_immunoglobulin_gamma_Fc_region_receptor_II-a
DB00028,P12318,Low_affinity_immunoglobulin_gamma_Fc_region_receptor_II-a
DB00054,P12318,Low_affinity_immunoglobulin_gamma_Fc_region_receptor_II-a
DB00056,P12318,Low_affinity_immunoglobulin_gamma_Fc_region_receptor_II-a
DB00072,P12318,Low_affinity_immunoglobulin_gamma_Fc_region_receptor_II-a
DB00074,P12318,Low_affinity_immunoglobulin_gamma_Fc_region_receptor_II-a
DB00075,P12318,Low_affinity_immunoglobulin_gamma_Fc_region_receptor_II-a
DB00078,P12318,Low_affinity_immunoglobulin_gamma_Fc_region_receptor_II-a
DB00081,P12318,Low_affinity_immunoglobulin_gamma_Fc_region_receptor_II-a
DB00087,P12318,Low_affinity_immunoglobulin_gamma_Fc_region_receptor_II-a
DB00092,P12318,Low_affinity_immunoglobulin_gamma_Fc_region_receptor_II-a
DB00095,P12318,Low_affinity_immunoglobulin_gamma_Fc_region_receptor_II-a
DB00108,P12318,Low_affinity_immunoglobulin_gamma_Fc_region_receptor_II-a
DB00110,P12318,Low_affinity_immunoglobulin_gamma_Fc_region_receptor_II-a
DB00112,P12318,Low_affinity_immunoglobulin_gamma_Fc_region_receptor_II-a
DB06607,P12318,Low_affinity_immunoglobulin_gamma_Fc_region_receptor_II-a
DB11767,P12318,Low_affinity_immunoglobulin_gamma_Fc_region_receptor_II-a
DB00002,P31994,Low_affinity_immunoglobulin_gamma_Fc_region_receptor_II-b
DB00005,P31994,Low_affinity_immunoglobulin_gamma_Fc_region_receptor_II-b
DB00028,P31994,Low_affinity_immunoglobulin_gamma_Fc_region_receptor_II-b
DB00054,P31994,Low_affinity_immunoglobulin_gamma_Fc_region_receptor_II-b
DB00056,P31994,Low_affinity_immunoglobulin_gamma_Fc_region_receptor_II-b
DB00072,P31994,Low_affinity_immunoglobulin_gamma_Fc_region_receptor_II-b
DB00074,P31994,Low_affinity_immunoglobulin_gamma_Fc_region_receptor_II-b
DB00075,P31994,Low_affinity_immunoglobulin_gamma_Fc_region_receptor_II-b
DB00078,P31994,Low_affinity_immunoglobulin_gamma_Fc_region_receptor_II-b
DB00081,P31994,Low_affinity_immunoglobulin_gamma_Fc_region_receptor_II-b
DB00087,P31994,Low_affinity_immunoglobulin_gamma_Fc_region_receptor_II-b
DB00092,P31994,Low_affinity_immunoglobulin_gamma_Fc_region_receptor_II-b
DB00095,P31994,Low_affinity_immunoglobulin_gamma_Fc_region_receptor_II-b
DB00098,P31994,Low_affinity_immunoglobulin_gamma_Fc_region_receptor_II-b
DB00108,P31994,Low_affinity_immunoglobulin_gamma_Fc_region_receptor_II-b
DB00110,P31994,Low_affinity_immunoglobulin_gamma_Fc_region_receptor_II-b
DB00112,P31994,Low_affinity_immunoglobulin_gamma_Fc_region_receptor_II-b
DB11767,P31994,Low_affinity_immunoglobulin_gamma_Fc_region_receptor_II-b
DB00002,P31995,Low_affinity_immunoglobulin_gamma_Fc_region_receptor_II-c
DB00005,P31995,Low_affinity_immunoglobulin_gamma_Fc_region_receptor_II-c
DB00028,P31995,Low_affinity_immunoglobulin_gamma_Fc_region_receptor_II-c
DB00054,P31995,Low_affinity_immunoglobulin_gamma_Fc_region_receptor_II-c
DB00056,P31995,Low_affinity_immunoglobulin_gamma_Fc_region_receptor_II-c
DB00072,P31995,Low_affinity_immunoglobulin_gamma_Fc_region_receptor_II-c
DB00074,P31995,Low_affinity_immunoglobulin_gamma_Fc_region_receptor_II-c
DB00075,P31995,Low_affinity_immunoglobulin_gamma_Fc_region_receptor_II-c
DB00078,P31995,Low_affinity_immunoglobulin_gamma_Fc_region_receptor_II-c
DB00081,P31995,Low_affinity_immunoglobulin_gamma_Fc_region_receptor_II-c
DB00087,P31995,Low_affinity_immunoglobulin_gamma_Fc_region_receptor_II-c
DB00092,P31995,Low_affinity_immunoglobulin_gamma_Fc_region_receptor_II-c
DB00095,P31995,Low_affinity_immunoglobulin_gamma_Fc_region_receptor_II-c
DB00108,P31995,Low_affinity_immunoglobulin_gamma_Fc_region_receptor_II-c
DB00110,P31995,Low_affinity_immunoglobulin_gamma_Fc_region_receptor_II-c
DB00112,P31995,Low_affinity_immunoglobulin_gamma_Fc_region_receptor_II-c
DB02772,P68133,"Actin,_alpha_skeletal_muscle"
DB00004,P31785,Cytokine_receptor_common_subunit_gamma
DB00041,P31785,Cytokine_receptor_common_subunit_gamma
DB00031,P05452,Tetranectin
DB09130,P05452,Tetranectin
DB00031,P05787,"Keratin,_type_II_cytoskeletal_8"
DB09130,P05787,"Keratin,_type_II_cytoskeletal_8"
DB00025,P27797,Calreticulin
DB00031,P27797,Calreticulin
DB01065,P27797,Calreticulin
DB09130,P27797,Calreticulin
DB11093,P27797,Calreticulin
DB11348,P27797,Calreticulin
DB13998,P27797,Calreticulin
DB13999,P27797,Calreticulin
DB14481,P27797,Calreticulin
DB00025,Q07954,Prolow-density_lipoprotein_receptor-related_protein_1
DB00031,Q07954,Prolow-density_lipoprotein_receptor-related_protein_1
DB00100,Q07954,Prolow-density_lipoprotein_receptor-related_protein_1
DB13152,Q07954,Prolow-density_lipoprotein_receptor-related_protein_1
DB13998,Q07954,Prolow-density_lipoprotein_receptor-related_protein_1
DB13999,Q07954,Prolow-density_lipoprotein_receptor-related_protein_1
DB00013,P05154,Plasma_serine_protease_inhibitor
DB00055,P05154,Plasma_serine_protease_inhibitor
DB00013,P14543,Nidogen-1
DB00020,P13727,Bone_marrow_proteoglycan
DB06752,P13727,Bone_marrow_proteoglycan
DB00020,P32927,Cytokine_receptor_common_subunit_beta
DB00020,P34741,Syndecan-2
DB00025,O14832,"Phytanoyl-CoA_dioxygenase,_peroxisomal"
DB00126,O14832,"Phytanoyl-CoA_dioxygenase,_peroxisomal"
DB13998,O14832,"Phytanoyl-CoA_dioxygenase,_peroxisomal"
DB13999,O14832,"Phytanoyl-CoA_dioxygenase,_peroxisomal"
DB00025,P07307,Asialoglycoprotein_receptor_2
DB13998,P07307,Asialoglycoprotein_receptor_2
DB13999,P07307,Asialoglycoprotein_receptor_2
DB00025,P49257,Protein_ERGIC-53
DB13998,P49257,Protein_ERGIC-53
DB13999,P49257,Protein_ERGIC-53
DB00025,Q8NI22,Multiple_coagulation_factor_deficiency_protein_2
DB13998,Q8NI22,Multiple_coagulation_factor_deficiency_protein_2
DB13999,Q8NI22,Multiple_coagulation_factor_deficiency_protein_2
DB00071,P01906,"HLA_class_II_histocompatibility_antigen,_DQ_alpha_2_chain"
DB00030,P06400,Retinoblastoma-associated_protein
DB00071,P06400,Retinoblastoma-associated_protein
DB00071,P16519,Neuroendocrine_convertase_2
DB00071,P29120,Neuroendocrine_convertase_1
DB00071,Q16270,Insulin-like_growth_factor-binding_protein_7
DB00071,Q96C24,Synaptotagmin-like_protein_4
DB00036,P05981,Serine_protease_hepsin
DB00039,O14786,Neuropilin-1
DB04895,O14786,Neuropilin-1
DB00048,P02461,Collagen_alpha-1(III)_chain
DB00039,P11362,Fibroblast_growth_factor_receptor_1
DB00398,P11362,Fibroblast_growth_factor_receptor_1
DB01109,P11362,Fibroblast_growth_factor_receptor_1
DB08896,P11362,Fibroblast_growth_factor_receptor_1
DB08901,P11362,Fibroblast_growth_factor_receptor_1
DB09078,P11362,Fibroblast_growth_factor_receptor_1
DB09079,P11362,Fibroblast_growth_factor_receptor_1
DB12010,P11362,Fibroblast_growth_factor_receptor_1
DB12147,P11362,Fibroblast_growth_factor_receptor_1
DB00039,P22607,Fibroblast_growth_factor_receptor_3
DB06589,P22607,Fibroblast_growth_factor_receptor_3
DB08901,P22607,Fibroblast_growth_factor_receptor_3
DB09078,P22607,Fibroblast_growth_factor_receptor_3
DB09079,P22607,Fibroblast_growth_factor_receptor_3
DB12010,P22607,Fibroblast_growth_factor_receptor_3
DB12147,P22607,Fibroblast_growth_factor_receptor_3
DB00040,O95838,Glucagon-like_peptide_2_receptor
DB08900,O95838,Glucagon-like_peptide_2_receptor
DB12010,P07711,Cathepsin_L1
DB00042,P23763,Vesicle-associated_membrane_protein_1
DB00042,P63027,Vesicle-associated_membrane_protein_2
DB00042,Q8N9I0,Synaptotagmin-2
DB00043,Q01362,High_affinity_immunoglobulin_epsilon_receptor_subunit_beta
DB00048,P02458,Collagen_alpha-1(II)_chain
DB00048,P08123,Collagen_alpha-2(I)_chain
DB00055,P35237,Serpin_B6
DB00091,Q96LZ3,Calcineurin_subunit_B_type_2
DB11093,P09486,SPARC
DB11348,P09486,SPARC
DB14481,P09486,SPARC
DB00104,P35346,Somatostatin_receptor_type_5
DB06663,P35346,Somatostatin_receptor_type_5
DB06791,P35346,Somatostatin_receptor_type_5
DB09099,P35346,Somatostatin_receptor_type_5
DB13985,P35346,Somatostatin_receptor_type_5
DB00114,O94903,Proline_synthase_co-transcribed_bacterial_homolog_protein
DB00172,O94903,Proline_synthase_co-transcribed_bacterial_homolog_protein
DB00114,P11216,"Glycogen_phosphorylase,_brain_form"
DB00114,P20711,Aromatic-L-amino-acid_decarboxylase
DB00190,P20711,Aromatic-L-amino-acid_decarboxylase
DB00968,P20711,Aromatic-L-amino-acid_decarboxylase
DB12783,P20711,Aromatic-L-amino-acid_decarboxylase
DB00114,Q2TU84,Aspartate_aminotransferase
DB00128,Q2TU84,Aspartate_aminotransferase
DB00142,Q2TU84,Aspartate_aminotransferase
DB00114,Q53ET4,Serine_hydroxymethyltransferase
DB00145,Q53ET4,Serine_hydroxymethyltransferase
DB00114,Q59FK2,Selenocysteine_lyase_variant
DB00114,Q59GM9,"Alpha-1,4_glucan_phosphorylase"
DB00114,Q59HE2,Ornithine_aminotransferase_variant
DB00114,Q5JAM2,5-aminolevulinate_synthase
DB00114,Q5VZ30,"Glutamate_decarboxylase_2_(Pancreatic_islets_and_brain,_65kDa)"
DB00114,Q6IBS8,DDC_protein
DB00114,Q6P996,Pyridoxal-dependent_decarboxylase_domain-containing_protein_1
DB00114,Q6YP21,Kynurenine--oxoglutarate_transaminase_3
DB00142,Q6YP21,Kynurenine--oxoglutarate_transaminase_3
DB00114,Q6ZQY3,Acidic_amino_acid_decarboxylase_GADL1
DB00114,Q8IUZ5,5-phosphohydroxy-L-lysine_phospho-lyase
DB00160,Q8IUZ5,5-phosphohydroxy-L-lysine_phospho-lyase
DB00114,Q8IVA8,"Glutamate_decarboxylase_1_(Brain,_67kDa)"
DB00114,Q8TD30,Alanine_aminotransferase_2
DB00142,Q8TD30,Alanine_aminotransferase_2
DB00160,Q8TD30,Alanine_aminotransferase_2
DB00780,Q8TD30,Alanine_aminotransferase_2
DB00114,Q96EN8,Molybdenum_cofactor_sulfurase
DB00114,Q96GA7,Serine_dehydratase-like
DB00114,Q96JQ3,P-selectin_cytoplasmic_tail-associated_protein_(PCAP)
DB00114,Q9BXA1,Hepatic_peroxysomal_alanine:glyoxylate_aminotransferase
DB00114,Q9HD40,O-phosphoseryl-tRNA(Sec)_selenium_transferase
DB00114,Q9NUV7,Serine_palmitoyltransferase_3
DB00114,Q9UGI5,Glutamic_acid_decarboxylase
DB00780,Q9UGI5,Glutamic_acid_decarboxylase
DB00114,Q9UJX1,Alanine-glyoxylate_aminotransferase_homolog
DB00115,Q9Y4U1,Methylmalonic_aciduria_and_homocystinuria_type_C_protein
DB00200,Q9Y4U1,Methylmalonic_aciduria_and_homocystinuria_type_C_protein
DB00115,P42898,Methylenetetrahydrofolate_reductase
DB00122,O14939,Phospholipase_D2
DB14006,O14939,Phospholipase_D2
DB00122,P06276,Cholinesterase
DB00382,P06276,Cholinesterase
DB00449,P06276,Cholinesterase
DB00545,P06276,Cholinesterase
DB00674,P06276,Cholinesterase
DB00677,P06276,Cholinesterase
DB00733,P06276,Cholinesterase
DB00772,P06276,Cholinesterase
DB00863,P06276,Cholinesterase
DB00941,P06276,Cholinesterase
DB00944,P06276,Cholinesterase
DB00989,P06276,Cholinesterase
DB01010,P06276,Cholinesterase
DB01057,P06276,Cholinesterase
DB01221,P06276,Cholinesterase
DB01226,P06276,Cholinesterase
DB14006,P06276,Cholinesterase
DB00122,Q13393,Phospholipase_D1
DB14006,Q13393,Phospholipase_D1
DB00122,Q8TCT1,Phosphoethanolamine/phosphocholine_phosphatase
DB14006,Q8TCT1,Phosphoethanolamine/phosphocholine_phosphatase
DB00143,P09210,Glutathione_S-transferase_A2
DB00608,P09210,Glutathione_S-transferase_A2
DB00126,O00469,"Procollagen-lysine,2-oxoglutarate_5-dioxygenase_2"
DB09343,P19971,Thymidine_phosphorylase
DB00316,O00519,Fatty-acid_amide_hydrolase_1
DB00599,O00519,Fatty-acid_amide_hydrolase_1
DB12010,O00519,Fatty-acid_amide_hydrolase_1
DB00126,O60568,"Procollagen-lysine,2-oxoglutarate_5-dioxygenase_3"
DB00139,O60568,"Procollagen-lysine,2-oxoglutarate_5-dioxygenase_3"
DB00182,P27338,Amine_oxidase_[flavin-containing]_B
DB00191,P27338,Amine_oxidase_[flavin-containing]_B
DB00752,P27338,Amine_oxidase_[flavin-containing]_B
DB00780,P27338,Amine_oxidase_[flavin-containing]_B
DB00909,P27338,Amine_oxidase_[flavin-containing]_B
DB01037,P27338,Amine_oxidase_[flavin-containing]_B
DB01132,P27338,Amine_oxidase_[flavin-containing]_B
DB01171,P27338,Amine_oxidase_[flavin-containing]_B
DB01247,P27338,Amine_oxidase_[flavin-containing]_B
DB01367,P27338,Amine_oxidase_[flavin-containing]_B
DB01577,P27338,Amine_oxidase_[flavin-containing]_B
DB01626,P27338,Amine_oxidase_[flavin-containing]_B
DB03147,P27338,Amine_oxidase_[flavin-containing]_B
DB04820,P27338,Amine_oxidase_[flavin-containing]_B
DB04821,P27338,Amine_oxidase_[flavin-containing]_B
DB04832,P27338,Amine_oxidase_[flavin-containing]_B
DB06654,P27338,Amine_oxidase_[flavin-containing]_B
DB00126,O75936,Gamma-butyrobetaine_dioxygenase
DB00139,O75936,Gamma-butyrobetaine_dioxygenase
DB00191,P21397,Amine_oxidase_[flavin-containing]_A
DB00752,P21397,Amine_oxidase_[flavin-containing]_A
DB00780,P21397,Amine_oxidase_[flavin-containing]_A
DB00805,P21397,Amine_oxidase_[flavin-containing]_A
DB00909,P21397,Amine_oxidase_[flavin-containing]_A
DB01037,P21397,Amine_oxidase_[flavin-containing]_A
DB01171,P21397,Amine_oxidase_[flavin-containing]_A
DB01247,P21397,Amine_oxidase_[flavin-containing]_A
DB01577,P21397,Amine_oxidase_[flavin-containing]_A
DB01626,P21397,Amine_oxidase_[flavin-containing]_A
DB03147,P21397,Amine_oxidase_[flavin-containing]_A
DB04820,P21397,Amine_oxidase_[flavin-containing]_A
DB04821,P21397,Amine_oxidase_[flavin-containing]_A
DB04832,P21397,Amine_oxidase_[flavin-containing]_A
DB00126,P19021,Peptidyl-glycine_alpha-amidating_monooxygenase
DB00126,Q32P28,Prolyl_3-hydroxylase_1
DB00139,Q32P28,Prolyl_3-hydroxylase_1
DB00172,Q32P28,Prolyl_3-hydroxylase_1
DB00126,Q6N063,2-oxoglutarate_and_iron-dependent_oxygenase_domain-containing_protein_2
DB00437,P47989,Xanthine_dehydrogenase/oxidase
DB00583,P47989,Xanthine_dehydrogenase/oxidase
DB03147,P47989,Xanthine_dehydrogenase/oxidase
DB04854,P47989,Xanthine_dehydrogenase/oxidase
DB00126,Q6NS38,DNA_oxidative_demethylase_ALKBH2
DB00126,Q8IVL5,Prolyl_3-hydroxylase_2
DB00139,Q8IVL5,Prolyl_3-hydroxylase_2
DB00172,Q8IVL5,Prolyl_3-hydroxylase_2
DB00126,Q8IVL6,Prolyl_3-hydroxylase_3
DB00139,Q8IVL6,Prolyl_3-hydroxylase_3
DB00172,Q8IVL6,Prolyl_3-hydroxylase_3
DB00126,Q8N543,Prolyl_3-hydroxylase_OGFOD1
DB00126,Q96KS0,Egl_nine_homolog_2
DB09073,Q00534,Cyclin-dependent_kinase_6
DB11730,Q00534,Cyclin-dependent_kinase_6
DB12001,Q00534,Cyclin-dependent_kinase_6
DB00126,Q96Q83,Alpha-ketoglutarate-dependent_dioxygenase_alkB_homolog_3
DB00552,P00813,Adenosine_deaminase
DB00975,P00813,Adenosine_deaminase
DB00126,Q9BY66,Lysine-specific_demethylase_5D
DB09073,P11802,Cyclin-dependent_kinase_4
DB11730,P11802,Cyclin-dependent_kinase_4
DB12001,P11802,Cyclin-dependent_kinase_4
DB12010,P11802,Cyclin-dependent_kinase_4
DB00126,Q9GZT9,Egl_nine_homolog_1
DB01592,Q9GZT9,Egl_nine_homolog_1
DB14488,Q9GZT9,Egl_nine_homolog_1
DB14489,Q9GZT9,Egl_nine_homolog_1
DB14490,Q9GZT9,Egl_nine_homolog_1
DB14491,Q9GZT9,Egl_nine_homolog_1
DB14501,Q9GZT9,Egl_nine_homolog_1
DB00898,P48544,G_protein-activated_inward_rectifier_potassium_channel_4
DB01016,P48544,G_protein-activated_inward_rectifier_potassium_channel_4
DB00126,Q9H6Z9,Egl_nine_homolog_3
DB00126,Q9NVH6,"Trimethyllysine_dioxygenase,_mitochondrial"
DB00139,Q9NVH6,"Trimethyllysine_dioxygenase,_mitochondrial"
DB00126,Q9NXG6,Transmembrane_prolyl_4-hydroxylase
DB00128,P22234,Multifunctional_protein_ADE2
DB00381,Q00975,Voltage-dependent_N-type_calcium_channel_subunit_alpha-1B
DB00661,Q00975,Voltage-dependent_N-type_calcium_channel_subunit_alpha-1B
DB00996,Q00975,Voltage-dependent_N-type_calcium_channel_subunit_alpha-1B
DB01202,Q00975,Voltage-dependent_N-type_calcium_channel_subunit_alpha-1B
DB00128,P27708,CAD_protein
DB00128,P30520,Adenylosuccinate_synthetase_isozyme_2
DB00128,Q6PI48,"Aspartate--tRNA_ligase,_mitochondrial"
DB00128,Q7L266,Isoaspartyl_peptidase/L-asparaginase
DB00174,Q7L266,Isoaspartyl_peptidase/L-asparaginase
DB00128,Q8N142,Adenylosuccinate_synthetase_isozyme_1
DB00128,Q96HD9,N-acyl-aromatic-L-amino_acid_amidohydrolase_(carboxylate-forming)
DB00129,O95190,Ornithine_decarboxylase_antizyme_2
DB00129,Q9UMX2,Ornithine_decarboxylase_antizyme_3
DB00142,O15067,Phosphoribosylformylglycinamidine_synthase
DB00142,O75879,"Glutamyl-tRNA(Gln)_amidotransferase_subunit_B,_mitochondrial"
DB00130,P15104,Glutamine_synthetase
DB00142,P15104,Glutamine_synthetase
DB00142,Q6IA69,Glutamine-dependent_NAD(+)_synthetase
DB00132,O95864,Fatty_acid_desaturase_2
DB00132,Q9GZR5,Elongation_of_very_long_chain_fatty_acids_protein_4
DB09568,Q9GZR5,Elongation_of_very_long_chain_fatty_acids_protein_4
DB00134,Q9H2M3,S-methylmethionine--homocysteine_S-methyltransferase_BHMT2
DB00138,P82251,"b(0,+)-type_amino_acid_transporter_1"
DB00139,O14521,"Succinate_dehydrogenase_[ubiquinone]_cytochrome_b_small_subunit,_mitochondrial"
DB00756,O14521,"Succinate_dehydrogenase_[ubiquinone]_cytochrome_b_small_subunit,_mitochondrial"
DB00139,O15460,Prolyl_4-hydroxylase_subunit_alpha-2
DB00172,O15460,Prolyl_4-hydroxylase_subunit_alpha-2
DB00139,P21912,"Succinate_dehydrogenase_[ubiquinone]_iron-sulfur_subunit,_mitochondrial"
DB00139,P53597,"Succinyl-CoA_ligase_[ADP/GDP-forming]_subunit_alpha,_mitochondrial"
DB00139,P55809,"Succinyl-CoA:3-ketoacid_coenzyme_A_transferase_1,_mitochondrial"
DB00139,Q99643,"Succinate_dehydrogenase_cytochrome_b560_subunit,_mitochondrial"
DB00139,Q9BXA5,Succinate_receptor_1
DB00139,Q9BYC2,"Succinyl-CoA:3-ketoacid_coenzyme_A_transferase_2,_mitochondrial"
DB00139,Q9P2R7,"Succinyl-CoA_ligase_[ADP-forming]_subunit_beta,_mitochondrial"
DB00139,Q9UBX3,Mitochondrial_dicarboxylate_carrier
DB00141,O60512,"Beta-1,4-galactosyltransferase_3"
DB00141,O60513,"Beta-1,4-galactosyltransferase_4"
DB00141,O60909,"Beta-1,4-galactosyltransferase_2"
DB00141,Q9UJ70,N-acetyl-D-glucosamine_kinase
DB00141,Q9UK23,N-acetylglucosamine-1-phosphodiester_alpha-N-acetylglucosaminidase
DB00142,O00341,Excitatory_amino_acid_transporter_5
DB00142,O14841,5-oxoprolinase
DB00142,O43424,"Glutamate_receptor_ionotropic,_delta-2"
DB00142,P48664,Excitatory_amino_acid_transporter_4
DB00142,Q07075,Glutamyl_aminopeptidase
DB00142,Q5JPH6,"Probable_glutamate--tRNA_ligase,_mitochondrial"
DB00142,Q5TDP6,Lengsin
DB00142,Q8N159,"N-acetylglutamate_synthase,_mitochondrial"
DB00142,Q9H1K4,Mitochondrial_glutamate_carrier_2
DB00142,Q9H936,Mitochondrial_glutamate_carrier_1
DB00142,Q9ULA0,Aspartyl_aminopeptidase
DB00142,Q9ULK0,"Glutamate_receptor_ionotropic,_delta-1"
DB00143,O14880,Microsomal_glutathione_S-transferase_3
DB00143,O95881,Thioredoxin_domain-containing_protein_12
DB00143,P08263,Glutathione_S-transferase_A1
DB00143,P10620,Microsomal_glutathione_S-transferase_1
DB00143,P10768,S-formylglutathione_hydrolase
DB00143,P35754,Glutaredoxin-1
DB00143,P46439,Glutathione_S-transferase_Mu_5
DB00143,P59796,Glutathione_peroxidase_6
DB00143,Q6NSD4,Glutathione_peroxidase
DB00143,Q8TED1,Probable_glutathione_peroxidase_8
DB00143,Q96SL4,Glutathione_peroxidase_7
DB00143,Q99735,Microsomal_glutathione_S-transferase_2
DB00143,Q9H4Y5,Glutathione_S-transferase_omega-2
DB00143,Q9NS18,"Glutaredoxin-2,_mitochondrial"
DB00144,P49619,Diacylglycerol_kinase_gamma
DB00144,Q16760,Diacylglycerol_kinase_delta
DB00144,Q9BVG9,Phosphatidylserine_synthase_2
DB00144,Q9NXE4,Sphingomyelin_phosphodiesterase_4
DB00144,Q9NY59,Sphingomyelin_phosphodiesterase_3
DB00145,P23434,"Glycine_cleavage_system_H_protein,_mitochondrial"
DB00145,Q14032,Bile_acid-CoA:amino_acid_N-acyltransferase
DB00145,Q14330,N-arachidonyl_glycine_receptor
DB09061,Q14330,N-arachidonyl_glycine_receptor
DB00145,Q6IB77,Glycine_N-acyltransferase
DB00145,Q8WU03,Glycine_N-acyltransferase-like_protein_2
DB00145,Q969I3,Glycine_N-acyltransferase-like_protein_1
DB00145,Q9H598,Vesicular_inhibitory_amino_acid_transporter
DB00145,Q9P0Z9,Peroxisomal_sarcosine_oxidase
DB00145,Q9Y345,Sodium-_and_chloride-dependent_glycine_transporter_2
DB00150,Q9UGM6,"Tryptophan--tRNA_ligase,_mitochondrial"
DB00151,Q9HA77,"Probable_cysteine--tRNA_ligase,_mitochondrial"
DB00155,Q6TGC4,Protein-arginine_deiminase_type-6
DB00155,Q9ULC6,Protein-arginine_deiminase_type-1
DB00155,Q9ULW8,Protein-arginine_deiminase_type-3
DB00155,Q9Y2J8,Protein-arginine_deiminase_type-2
DB00156,Q9BW92,"Threonine--tRNA_ligase,_mitochondrial"
DB00160,Q5JTZ9,"Alanine--tRNA_ligase,_mitochondrial"
DB00162,O75911,Short-chain_dehydrogenase/reductase_3
DB00162,Q6NUM9,"All-trans-retinol_13,14-reductase"
DB00162,Q8TC12,Retinol_dehydrogenase_11
DB00162,Q9HBH5,Retinol_dehydrogenase_14
DB00162,Q9NYR8,Retinol_dehydrogenase_8
DB00163,P23743,Diacylglycerol_kinase_alpha
DB14001,P23743,Diacylglycerol_kinase_alpha
DB14002,P23743,Diacylglycerol_kinase_alpha
DB00163,P62714,Serine/threonine-protein_phosphatase_2A_catalytic_subunit_beta_isoform
DB14001,P62714,Serine/threonine-protein_phosphatase_2A_catalytic_subunit_beta_isoform
DB14002,P62714,Serine/threonine-protein_phosphatase_2A_catalytic_subunit_beta_isoform
DB00163,P67775,Serine/threonine-protein_phosphatase_2A_catalytic_subunit_alpha_isoform
DB14001,P67775,Serine/threonine-protein_phosphatase_2A_catalytic_subunit_alpha_isoform
DB14002,P67775,Serine/threonine-protein_phosphatase_2A_catalytic_subunit_alpha_isoform
DB00166,O43766,"Lipoyl_synthase,_mitochondrial"
DB00167,Q9NSE4,"Isoleucine--tRNA_ligase,_mitochondrial"
DB00170,Q8N0U8,Vitamin_K_epoxide_reductase_complex_subunit_1-like_protein_1
DB00172,O43272,"Proline_dehydrogenase_1,_mitochondrial"
DB00172,O43447,Peptidyl-prolyl_cis-trans_isomerase_H
DB00172,P23284,Peptidyl-prolyl_cis-trans_isomerase_B
DB00172,P45877,Peptidyl-prolyl_cis-trans_isomerase_C
DB00172,Q13427,Peptidyl-prolyl_cis-trans_isomerase_G
DB00172,Q4W8W1,Pyrroline-5-carboxylate_reductase
DB00172,Q7L3T8,"Probable_proline--tRNA_ligase,_mitochondrial"
DB00172,Q96EM0,Trans-3-hydroxy-L-proline_dehydratase
DB00174,Q96I59,"Probable_asparagine--tRNA_ligase,_mitochondrial"
DB00181,O75899,Gamma-aminobutyric_acid_type_B_receptor_subunit_2
DB00996,O75899,Gamma-aminobutyric_acid_type_B_receptor_subunit_2
DB02530,O75899,Gamma-aminobutyric_acid_type_B_receptor_subunit_2
DB00122,P36544,Neuronal_acetylcholine_receptor_subunit_alpha-7
DB00184,P36544,Neuronal_acetylcholine_receptor_subunit_alpha-7
DB00237,P36544,Neuronal_acetylcholine_receptor_subunit_alpha-7
DB00241,P36544,Neuronal_acetylcholine_receptor_subunit_alpha-7
DB00306,P36544,Neuronal_acetylcholine_receptor_subunit_alpha-7
DB00312,P36544,Neuronal_acetylcholine_receptor_subunit_alpha-7
DB00418,P36544,Neuronal_acetylcholine_receptor_subunit_alpha-7
DB00514,P36544,Neuronal_acetylcholine_receptor_subunit_alpha-7
DB00599,P36544,Neuronal_acetylcholine_receptor_subunit_alpha-7
DB00657,P36544,Neuronal_acetylcholine_receptor_subunit_alpha-7
DB00674,P36544,Neuronal_acetylcholine_receptor_subunit_alpha-7
DB00794,P36544,Neuronal_acetylcholine_receptor_subunit_alpha-7
DB00849,P36544,Neuronal_acetylcholine_receptor_subunit_alpha-7
DB00898,P36544,Neuronal_acetylcholine_receptor_subunit_alpha-7
DB00915,P36544,Neuronal_acetylcholine_receptor_subunit_alpha-7
DB01174,P36544,Neuronal_acetylcholine_receptor_subunit_alpha-7
DB01199,P36544,Neuronal_acetylcholine_receptor_subunit_alpha-7
DB01273,P36544,Neuronal_acetylcholine_receptor_subunit_alpha-7
DB01351,P36544,Neuronal_acetylcholine_receptor_subunit_alpha-7
DB01353,P36544,Neuronal_acetylcholine_receptor_subunit_alpha-7
DB03128,P36544,Neuronal_acetylcholine_receptor_subunit_alpha-7
DB09061,P36544,Neuronal_acetylcholine_receptor_subunit_alpha-7
DB14006,P36544,Neuronal_acetylcholine_receptor_subunit_alpha-7
